anime_id,title,type,source,episodes,status,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,producer,licensor,studio,genre,premiered year
12281,Rinne no Lagrange Season 2,TV,Original,12,Finished Airing,"Jul 8, 2012 to Sep 23, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.04,9928,3423.0,2548,21813,11,Summer 2012,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",Viz Media,Xebec,"Action, Comedy, Mecha, Sci-Fi",2012
3754,Tongari Boushi no Memole,TV,Original,50,Finished Airing,"Mar 3, 1984 to Mar 3, 1985",30 min. per ep.,G - All Ages,7.04,501,3433.0,7696,1334,5,Spring 1984,,,Toei Animation,"Fantasy, Magic, Shoujo",1984
21729,Cardfight!! Vanguard: Legion Mate-hen,TV,Original,33,Finished Airing,"Mar 9, 2014 to Oct 19, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.04,3552,3401.0,4012,8072,20,Spring 2014,"Dentsu, Sotsu, Bushiroad",,TMS Entertainment,"Action, Adventure, Demons, Game, Shounen",2014
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,TV,Light novel,12,Finished Airing,"Oct 5, 2013 to Dec 21, 2013",24 min. per ep.,R+ - Mild Nudity,7.04,76450,3437.0,495,161469,310,Fall 2013,"Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, chara-ani.com, Docomo Anime Store, Fujimi Shobo",Sentai Filmworks,Asread,"Comedy, Romance, Ecchi, Fantasy",2013
311,Ace wo Nerae!,TV,Manga,26,Finished Airing,"Oct 5, 1973 to Mar 29, 1974",24 min. per ep.,PG-13 - Teens 13 or older,7.04,1366,3399.0,4646,5650,41,Fall 1973,"Tokyo Movie Shinsha, Mainichi Broadcasting System",,Madhouse,"Sports, Drama, Romance, School, Shoujo",1973
3653,Kurogane no Linebarrels,TV,Manga,24,Finished Airing,"Oct 3, 2008 to Mar 20, 2009",23 min. per ep.,R - 17+ (violence & profanity),7.04,14440,3413.0,1966,34071,85,Fall 2008,"Akita Shoten, Sotsu Music Publishing",Funimation,Gonzo,"Action, Sci-Fi, Mecha",2008
5039,Kurozuka,TV,Manga,12,Finished Airing,"Oct 7, 2008 to Dec 23, 2008",23 min. per ep.,R - 17+ (violence & profanity),7.03,23421,3463.0,1247,65362,260,Fall 2008,Sony Pictures Entertainment,,Madhouse,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",2008
5688,Gegege no Kitarou (1968),TV,Manga,65,Finished Airing,"Jan 3, 1968 to Mar 30, 1969",25 min. per ep.,G - All Ages,7.03,297,3453.0,6863,1994,16,Winter 1968,,,Toei Animation,"Adventure, Comedy, Horror, Supernatural, Fantasy",1968
2403,Kodomo no Jikan (TV),TV,Manga,12,Finished Airing,"Oct 12, 2007 to Dec 28, 2007",24 min. per ep.,R - 17+ (violence & profanity),7.03,38069,3462.0,1054,78416,471,Fall 2007,"Bandai Visual, Lantis, Movic, Dream Force, Futabasha",,Diomedea,"Comedy, Drama, Ecchi, School",2007
3407,Blassreiter,TV,Original,24,Finished Airing,"Apr 6, 2008 to Sep 28, 2008",23 min. per ep.,R - 17+ (violence & profanity),7.03,21867,3443.0,1271,64034,220,Spring 2008,"Nitroplus, Sotsu Music Publishing",Funimation,Gonzo,"Action, Sci-Fi",2008
9776,A-Channel,TV,4-koma manga,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.03,31656,3442.0,1149,71676,283,Spring 2011,"Aniplex, Dentsu, Mainichi Broadcasting System",Sentai Filmworks,Studio Gokumi,"Comedy, School, Seinen, Slice of Life",2011
1249,"Zone of the Enders: Dolores, I",TV,Game,26,Finished Airing,"Apr 7, 2001 to Sep 29, 2001",24 min. per ep.,PG-13 - Teens 13 or older,7.03,2905,3480.0,4045,7958,27,Spring 2001,"AT-X, TV Tokyo Music",,Sunrise,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",2001
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",TV,Light novel,12,Finished Airing,"Oct 7, 2015 to Dec 23, 2015",23 min. per ep.,PG-13 - Teens 13 or older,7.03,59823,3471.0,682,123898,271,Fall 2015,"Sotsu, AT-X, Memory-Tech, Showgate, Happinet Pictures, BS Fuji, MAGES., Contents Seed, Ichijinsha",Funimation,Silver Link.,"Comedy, Ecchi, Harem, Romance, School",2015
1929,Futari wa Precure: Max Heart,TV,Original,47,Finished Airing,"Feb 6, 2005 to Jan 29, 2006",25 min. per ep.,G - All Ages,7.03,3845,3452.0,3802,9240,30,Winter 2005,Asahi Broadcasting,,Toei Animation,"Action, Comedy, Fantasy, Magic, Shoujo",2005
9041,IS: Infinite Stratos,TV,Light novel,12,Finished Airing,"Jan 7, 2011 to Apr 1, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.03,198639,3456.0,167,339292,1973,Winter 2011,"Lantis, Media Factory, TBS, Sony Music Communications, Project IS, Sakura Create",Sentai Filmworks,8bit,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",2011
10014,Shouwa Monogatari,TV,Original,13,Finished Airing,"Apr 4, 2011 to Jun 26, 2011",25 min. per ep.,PG - Children,7.03,926,3474.0,5235,4168,4,Spring 2011,,,WAO World,"Drama, Historical",2011
33487,Masamune-kun no Revenge,TV,Manga,12,Finished Airing,"Jan 5, 2017 to Mar 23, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.03,157266,3465.0,220,292921,1676,Winter 2017,"Sotsu, Lantis, AT-X, KlockWorx, BS Fuji, Tokyo MX, Ichijinsha, Furyu, Crunchyroll SC Anime Fund",Funimation,Silver Link.,"Harem, Comedy, Romance, School, Shounen",2017
16910,Namiuchigiwa no Muromi-san,TV,Manga,13,Finished Airing,"Apr 7, 2013 to Jun 30, 2013",12 min. per ep.,PG-13 - Teens 13 or older,7.03,13744,3470.0,2087,30709,51,Spring 2013,"Starchild Records, Studio Tulip, Half H.P Studio",,Tatsunoko Production,"Comedy, Fantasy, Slice of Life",2013
3313,Montana Jones,TV,Original,52,Finished Airing,"Apr 2, 1994 to Apr 8, 1995",23 min. per ep.,G - All Ages,7.03,420,3468.0,8234,1022,5,Spring 1994,NHK,,Studio Junio,"Adventure, Comedy",1994
34825,Keppeki Danshi! Aoyama-kun,TV,Manga,12,Finished Airing,"Jul 3, 2017 to Sep 18, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.03,22742,3458.0,1389,57606,129,Summer 2017,"Sotsu, TMS Entertainment, Pony Canyon, KlockWorx, Tokyo MX, East Japan Marketing &amp; Communications",,Studio Hibari,"Comedy, Seinen, Sports",2017
1180,Hyper Police,TV,Manga,25,Finished Airing,"Apr 3, 1997 to Sep 25, 1997",24 min. per ep.,R - 17+ (violence & profanity),7.03,1819,3457.0,4478,6167,35,Spring 1997,"Kadokawa Shoten, Marubeni, Nippon Columbia",,Studio Pierrot,"Action, Comedy, Police, Romance, Sci-Fi",1997
2713,Rockman.EXE Beast+,TV,Unknown,26,Finished Airing,"Apr 8, 2006 to Sep 30, 2006",10 min. per ep.,PG - Children,7.03,1316,3473.0,5315,3990,6,Spring 2006,,,Xebec,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",2006
9314,Fractale,TV,Original,11,Finished Airing,"Jan 14, 2011 to Apr 1, 2011",23 min. per ep.,PG-13 - Teens 13 or older,7.03,28111,3451.0,1275,63957,191,Winter 2011,"Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment, Graphinica",Funimation,"A-1 Pictures, Ordet","Adventure, Fantasy, Sci-Fi",2011
1568,Sumomomo Momomo: Chijou Saikyou no Yome,TV,Manga,22,Finished Airing,"Oct 6, 2006 to Mar 16, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.03,16627,3475.0,1790,39565,66,Fall 2006,"TV Asahi, Square Enix, Lantis, Movic",,Studio Hibari,"Action, Comedy, Romance, Martial Arts, Seinen",2006
7904,Kemono no Souja Erin Recap,TV,Novel,10,Finished Airing,"Jan 9, 2010 to Mar 13, 2010",20 min. per ep.,G - All Ages,7.03,315,3459.0,7209,1695,5,Winter 2010,,,Production I.G,"Adventure, Slice of Life, Historical, Drama, Fantasy",2010
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,TV,Original,24,Finished Airing,"Oct 5, 2006 to Mar 29, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.03,631,3454.0,6375,2512,4,Fall 2006,"CBC, Planet",,,"Action, Adventure, Space, Drama, Sci-Fi",2006
930,Densetsu Kyojin Ideon,TV,Original,39,Finished Airing,"May 8, 1980 to Jan 30, 1981",25 min. per ep.,PG-13 - Teens 13 or older,7.02,1641,3491.0,4092,7736,52,Spring 1980,Aniplex,,Sunrise,"Sci-Fi, Space, Drama, Mecha",1980
579,Battle Programmer Shirase,TV,Original,15,Finished Airing,"Oct 4, 2003 to Jan 4, 2004",12 min. per ep.,PG-13 - Teens 13 or older,7.02,12640,3485.0,2325,25506,91,Fall 2003,,,AIC,"Comedy, Ecchi, Sci-Fi",2003
5992,Tsuyoshi Shikkari Shinasai,TV,Manga,112,Finished Airing,"Oct 4, 1992 to Dec 25, 1994",22 min. per ep.,PG-13 - Teens 13 or older,7.02,251,3515.0,8370,954,2,Fall 1992,Studio Comet,,,"Comedy, Drama, Romance, School, Shounen, Slice of Life",1992
456,Gokujou Seitokai,TV,Manga,26,Finished Airing,"Apr 7, 2005 to Sep 29, 2005",25 min. per ep.,PG-13 - Teens 13 or older,7.02,4874,3498.0,3172,14175,55,Spring 2005,Konami,ADV Films,J.C.Staff,"Comedy, School, Slice of Life",2005
31559,Prince of Stride: Alternative,TV,Visual novel,12,Finished Airing,"Jan 5, 2016 to Mar 22, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.02,45880,3506.0,833,104396,514,Winter 2016,Media Factory,Funimation,Madhouse,"Sports, Drama, School",2016
13145,Cardfight!! Vanguard: Asia Circuit-hen,TV,Original,39,Finished Airing,"Apr 8, 2012 to Jan 2, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.02,7306,3488.0,3184,14125,32,Spring 2012,"TV Tokyo, Dentsu, Sotsu, Bushiroad",,TMS Entertainment,"Action, Game, Adventure, Demons, Shounen",2012
11809,gdgd Fairies,TV,Original,12,Finished Airing,"Oct 13, 2011 to Dec 29, 2011",13 min. per ep.,G - All Ages,7.02,1154,3496.0,5857,3125,31,Fall 2011,"Strawberry Meets Pictures, Bouncy",,,Comedy,2011
508,Tottoko Hamtarou,TV,Manga,296,Finished Airing,"Jul 7, 2000 to Mar 31, 2006",25 min. per ep.,G - All Ages,7.02,13465,3513.0,1917,35475,170,Summer 2000,"TV Tokyo, Shogakukan Productions, Half H.P Studio",Viz Media,TMS Entertainment,"Adventure, Comedy, Kids",2000
2595,D.C.II: Da Capo II,TV,Visual novel,13,Finished Airing,"Oct 2, 2007 to Dec 25, 2007",25 min. per ep.,PG-13 - Teens 13 or older,7.02,12917,3489.0,2191,28174,40,Fall 2007,Starchild Records,,feel.,"Drama, Ecchi, Romance, School",2007
16512,Devil Survivor 2 The Animation,TV,Game,13,Finished Airing,"Apr 5, 2013 to Jun 28, 2013",24 min. per ep.,R - 17+ (violence & profanity),7.02,58263,3491.0,681,123859,491,Spring 2013,"Mainichi Broadcasting System, Pony Canyon, Showgate, Index",Sentai Filmworks,Bridge,"Action, Demons, Supernatural",2013
18001,Freezing Vibration,TV,Manga,12,Finished Airing,"Oct 4, 2013 to Dec 20, 2013",23 min. per ep.,R+ - Mild Nudity,7.02,55091,3494.0,836,104004,189,Fall 2013,Media Factory,Funimation,A.C.G.T.,"Action, Military, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",2013
873,.hack//Roots,TV,Original,26,Finished Airing,"Apr 6, 2006 to Sep 28, 2006",24 min. per ep.,PG-13 - Teens 13 or older,7.02,27005,3481.0,1391,57485,263,Spring 2006,"TV Tokyo, Bandai Visual, CyberConnect2","Funimation, Bandai Entertainment",Bee Train,"Adventure, Drama, Fantasy, Game, Sci-Fi",2006
603,Futari wa Precure,TV,Original,49,Finished Airing,"Feb 1, 2004 to Jan 30, 2005",24 min. per ep.,G - All Ages,7.02,8798,3496.0,2470,23056,142,Winter 2004,"Asatsu DK, Asahi Production, Asahi Broadcasting",4Kids Entertainment,Toei Animation,"Action, Comedy, Magic, Fantasy, Shoujo",2004
1710,Rockman.EXE,TV,Unknown,56,Finished Airing,"Mar 4, 2002 to Mar 31, 2003",21 min. per ep.,PG-13 - Teens 13 or older,7.02,12259,3506.0,2417,23972,120,Spring 2002,"TV Tokyo, Shogakukan Productions, Nihon Ad Systems, Half H.P Studio",Viz Media,Xebec,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen",2002
1892,YAT Anshin! Uchuu Ryokou 2,TV,Original,25,Finished Airing,"Apr 11, 1998 to Oct 3, 1998",25 min. per ep.,PG-13 - Teens 13 or older,7.01,237,3550.0,9173,608,0,Spring 1998,NHK,,Group TAC,"Adventure, Comedy, Sci-Fi, Shounen",1998
32032,Seikaisuru Kado,TV,Original,12,Finished Airing,"Apr 7, 2017 to Jun 30, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.01,25496,3541.0,1133,72747,159,Spring 2017,Kinoshita Group Holdings,Funimation,Toei Animation,Sci-Fi,2017
971,Astro Boy: Tetsuwan Atom,TV,Manga,50,Finished Airing,"Apr 6, 2003 to Mar 28, 2004",24 min. per ep.,G - All Ages,7.01,5380,3523.0,3401,12081,52,Spring 2003,"Sony Pictures Entertainment, Dentsu",,Tezuka Productions,"Action, Sci-Fi, Adventure, Super Power, Kids, Mecha, Shounen",2003
4208,Tetsujin 28-gou (1980),TV,Unknown,51,Finished Airing,"Oct 3, 1980 to Sep 25, 1981",23 min. per ep.,G - All Ages,7.01,357,3546.0,8162,1061,9,Fall 1980,"Tokyo Movie Shinsha, Studio Jack",,,"Action, Mecha",1980
308,Zettai Shounen,TV,Original,26,Finished Airing,"May 21, 2005 to Nov 19, 2005",25 min. per ep.,PG-13 - Teens 13 or older,7.01,2587,3552.0,3249,13438,50,Spring 2005,"Bandai Visual, Mellow Head, Genco, Ginga Ya, Trilogy Future Studio",,Ajia-Do,"Fantasy, Drama, Mystery, Sci-Fi, Shounen",2005
5203,Shin Maple Town Monogatari: Palm Town-hen,TV,Unknown,44,Finished Airing,"Jan 18, 1987 to Dec 27, 1987",20 min. per ep.,G - All Ages,7.01,318,3544.0,8634,825,3,Winter 1987,,,Toei Animation,"Slice of Life, Fantasy",1987
15489,Yu☆Gi☆Oh! Zexal Second,TV,Manga,73,Finished Airing,"Oct 7, 2012 to Mar 23, 2014",23 min. per ep.,PG-13 - Teens 13 or older,7.01,7441,3549.0,2929,16620,108,Fall 2012,"TV Tokyo, Nihon Ad Systems",,Studio Gallop,"Action, Fantasy, Game, Shounen",2012
1844,Clamp Gakuen Tanteidan,TV,Manga,26,Finished Airing,"May 3, 1997 to Oct 25, 1997",24 min. per ep.,G - All Ages,7.01,3301,3526.0,3831,9111,24,Spring 1997,Bandai Visual,"Bandai Entertainment, Maiden Japan",Studio Pierrot,"Action, Mystery, Comedy, Shoujo",1997
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,TV,4-koma manga,48,Finished Airing,"Apr 6, 1998 to Mar 29, 1999",7 min. per ep.,G - All Ages,7.01,7646,3519.0,2841,17585,32,Spring 1998,Bandai Visual,Geneon Entertainment USA,OLM,"Comedy, Magic, Supernatural",1998
5155,Genji Monogatari Sennenki,TV,Novel,11,Finished Airing,"Jan 16, 2009 to Mar 27, 2009",22 min. per ep.,R+ - Mild Nudity,7.01,2386,3530.0,3696,9870,16,Winter 2009,"Dentsu, Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment",,"TMS Entertainment, Tezuka Productions","Drama, Historical, Romance",2009
1465,Hakaima Sadamitsu,TV,Manga,10,Finished Airing,"Jan 17, 2001 to Mar 21, 2001",22 min. per ep.,R - 17+ (violence & profanity),7.01,1752,3532.0,5314,3981,14,Winter 2001,Aniplex,"Media Blasters, NYAV Post",Studio Deen,"Action, Mecha, School, Sci-Fi, Seinen",2001
280,Animal Yokochou,TV,Manga,51,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",23 min. per ep.,G - All Ages,7.01,371,3520.0,7129,1758,6,Fall 2005,"TV Tokyo, Geneon Universal Entertainment, Dentsu, TV Tokyo Music, Dentsu Tec",,Studio Gallop,"Adventure, Comedy, Fantasy, Shoujo",2005
1668,Bakuten Shoot Beyblade G Revolution,TV,Manga,52,Finished Airing,"Jan 6, 2003 to Dec 29, 2003",20 min. per ep.,PG - Children,7.01,17241,3522.0,2210,27868,178,Winter 2003,d-rights,Nelvana,Madhouse,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",2003
2404,Zombie-Loan,TV,Manga,11,Finished Airing,"Jul 4, 2007 to Sep 12, 2007",23 min. per ep.,R - 17+ (violence & profanity),7.01,50100,3551.0,815,106529,363,Summer 2007,Nihon Ad Systems,Discotek Media,Xebec,"Action, Horror, Shounen, Supernatural",2007
21511,Kantai Collection: KanColle,TV,Card game,12,Finished Airing,"Jan 8, 2015 to Mar 26, 2015",24 min. per ep.,PG-13 - Teens 13 or older,7.01,58479,3534.0,591,141236,1257,Winter 2015,flying DOG,"Funimation, Crunchyroll",Diomedea,"Action, Military, Sci-Fi, Slice of Life, School",2015
30138,Rusuden Hour: Sodan Brothers,TV,Unknown,25,Finished Airing,"Mar 13, 2005 to Aug, 2005",5 min. per ep.,PG-13 - Teens 13 or older,7.0,6,11910.0,13053,96,0,Spring 2005,WOWOW,,,Comedy,2005
11285,Black★Rock Shooter (TV),TV,Other,8,Finished Airing,"Feb 3, 2012 to Mar 23, 2012",23 min. per ep.,PG-13 - Teens 13 or older,7.0,125060,3559.0,283,245436,1852,Winter 2012,"Aniplex, Dentsu, Fuji TV, Ultra Super Pictures, Sony Music Entertainment, Fuji Pacific Music Publishing, Good Smile Company",Funimation,"Ordet, SANZIGEN","Action, Drama, School, Slice of Life",2012
4940,Sabaku no Kaizoku! Captain Kuppa,TV,Manga,26,Finished Airing,"Aug 13, 2001 to Feb 11, 2002",25 min. per ep.,G - All Ages,7.0,34,11919.0,10673,266,1,Summer 2001,"Bee Train, NHK, Sogo Vision",,,"Action, Adventure",2001
8999,Origami Warriors,TV,Unknown,52,Finished Airing,2004,30 min. per ep.,None,7.0,43,11650.0,11018,222,5,,SBS TV Production,,,"Action, Adventure",
37225,Xiao Hua Xian,TV,Game,52,Finished Airing,"Feb 14, 2014 to May 10, 2014",13 min. per ep.,None,7.0,2,12696.0,14391,14,0,Winter 2014,,,,"Kids, Magic",2014
143,Kannazuki no Miko,TV,Manga,12,Finished Airing,"Oct 2, 2004 to Dec 18, 2004",24 min. per ep.,PG-13 - Teens 13 or older,7.0,22091,3568.0,1534,49953,702,Fall 2004,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",2004
19999,Sobakasu Pucchi,TV,Unknown,162,Finished Airing,"Mar 31, 1969 to Oct 4, 1969",5 min. per ep.,PG - Children,7.0,16,12165.0,12503,123,0,Spring 1969,Fuji TV,,,"Adventure, Comedy, Kids",1969
31893,The Legend of Huainanzi 2nd Season,TV,Other,26,Finished Airing,"Mar 3, 2014 to ?",22 min. per ep.,G - All Ages,7.0,4,12419.0,12800,109,0,,CCTV Animation Co. LTD,,,"Adventure, Fantasy, Historical",
31442,Musaigen no Phantom World,TV,Light novel,13,Finished Airing,"Jan 7, 2016 to Mar 31, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.0,114341,3571.0,275,252038,884,Winter 2016,"Lantis, Pony Canyon, Asahi Broadcasting","Funimation, Crunchyroll",Kyoto Animation,"Action, Comedy, Fantasy, Slice of Life, Supernatural",2016
2415,Super Fishing Grander Musashi,TV,Unknown,25,Finished Airing,"Apr 2, 1997 to Sep 24, 1997",25 min. per ep.,PG-13 - Teens 13 or older,7.0,1122,3579.0,6415,2465,10,Spring 1997,,,Nippon Animation,"Adventure, Sports",1997
3359,Amatsuki,TV,Manga,13,Finished Airing,"Apr 5, 2008 to Jun 28, 2008",23 min. per ep.,PG-13 - Teens 13 or older,7.0,21364,3554.0,1611,46431,133,Spring 2008,"Frontier Works, Sotsu",,Studio Deen,"Action, Historical, Demons, Supernatural, Fantasy, Josei",2008
7768,Tantei Opera Milky Holmes,TV,Card game,12,Finished Airing,"Oct 7, 2010 to Dec 23, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.0,12635,3581.0,1983,33416,199,Fall 2010,"Sotsu, Lantis, Pony Canyon, Dwango, Bushiroad, Good Smile Company, Chrono Gear Creative",,J.C.Staff,"Comedy, Super Power, Mystery",2010
419,Samurai Deeper Kyou,TV,Manga,26,Finished Airing,"Jul 2, 2002 to Dec 23, 2002",24 min. per ep.,PG-13 - Teens 13 or older,7.0,20679,3578.0,1707,42805,196,Summer 2002,Starchild Records,"Media Blasters, NYAV Post",Studio Deen,"Adventure, Comedy, Historical, Supernatural, Shounen",2002
789,Shinigami no Ballad.,TV,Light novel,6,Finished Airing,"Mar 3, 2006 to Apr 7, 2006",25 min. per ep.,PG-13 - Teens 13 or older,7.0,15476,3578.0,1893,36258,90,Spring 2006,Pony Canyon,Maiden Japan,"Group TAC, Ginga Ya","Drama, Fantasy, Psychological, Supernatural",2006
1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,25,Finished Airing,"Oct 7, 2006 to Mar 31, 2007",20 min. per ep.,R - 17+ (violence & profanity),7.0,3288,3582.0,3394,12136,20,Fall 2006,"Aniplex, Mainichi Broadcasting System",Bandai Entertainment,Bones,"Supernatural, Demons, Historical",2006
26453,Tribe Cool Crew,TV,Original,50,Finished Airing,"Sep 28, 2014 to Oct 4, 2015",20 min. per ep.,PG - Children,7.0,955,3586.0,5449,3778,27,Fall 2014,"Avex Entertainment, Bandai, Nagoya TV Housou",Sentai Filmworks,"Sunrise, Bandai Namco Pictures","Music, School",2014
580,Kogepan,TV,Other,10,Finished Airing,"Nov 5, 2001 to Nov 16, 2001",4 min. per ep.,G - All Ages,7.0,2585,3569.0,4907,4896,32,Fall 2001,San-X,,Studio Pierrot,Comedy,2001
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,TV,Original,12,Finished Airing,"Apr 5, 2015 to Jun 28, 2015",23 min. per ep.,PG-13 - Teens 13 or older,7.0,825,3583.0,6250,2655,16,Spring 2015,"Bouncy, Just Pro, JP Room",,Yaoyorozu,"Parody, School, Slice of Life",2015
1186,Battle Athletess Daiundoukai (TV),TV,Original,26,Finished Airing,"Oct 3, 1997 to Mar 27, 1998",22 min. per ep.,PG - Children,7.0,2178,3558.0,4647,5643,28,Fall 1997,"TV Tokyo, Genco, Pioneer LDC",Geneon Entertainment USA,AIC,"Action, Sci-Fi, Adventure, Comedy, Sports, Drama, School, Shounen",1997
18447,Spheres,TV,Unknown,26,Finished Airing,"Feb 27, 2003 to Aug 21, 2003",30 min. per ep.,PG - Children,7.0,33,12256.0,10576,282,1,Winter 2003,Studio Kaab,,,"Action, Fantasy, Super Power",2003
5534,Hai! Akko Desu,TV,Unknown,164,Finished Airing,"Oct 12, 1988 to Mar 26, 1992",25 min. per ep.,G - All Ages,7.0,98,3566.0,9939,398,3,Fall 1988,,,Eiken,"Romance, Slice of Life",1988
229,Ninin ga Shinobuden,TV,Manga,12,Finished Airing,"Jul 10, 2004 to Sep 25, 2004",24 min. per ep.,R - 17+ (violence & profanity),7.0,12301,3572.0,2301,25914,128,Summer 2004,"Toshiba Entertainment, Happinet Pictures","Nozomi Entertainment, NYAV Post",ufotable,"Comedy, Parody, Martial Arts",2004
35107,Shin Ninja Tamamaru,TV,Original,26,Finished Airing,"Dec 27, 2008 to Dec 19, 2009",5 min. per ep.,G - All Ages,7.0,2,12071.0,14102,40,0,Winter 2009,,,,"Kids, Martial Arts",2009
11227,Rinne no Lagrange,TV,Original,12,Finished Airing,"Jan 8, 2012 to Mar 25, 2012",23 min. per ep.,PG-13 - Teens 13 or older,6.99,18317,3615.0,1570,48021,92,Winter 2012,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG, Dwango",Viz Media,Xebec,"Action, Sci-Fi, Comedy, Mecha",2012
3710,Hakaba Kitarou,TV,Manga,11,Finished Airing,"Jan 11, 2008 to Mar 21, 2008",25 min. per ep.,PG-13 - Teens 13 or older,6.99,2574,3596.0,4058,7908,29,Winter 2008,"Fuji TV, Sony Music Entertainment, Fuji Pacific Music Publishing",,Toei Animation,"Horror, Supernatural",2008
32607,Gi(a)rlish Number,TV,Original,12,Finished Airing,"Oct 7, 2016 to Dec 23, 2016",24 min. per ep.,PG-13 - Teens 13 or older,6.99,24150,3594.0,1194,68309,125,Fall 2016,"Frontier Works, TBS, DAX Production, ASCII Media Works, NBCUniversal Entertainment Japan, i0+, Medicos Entertainment, NichiNare",Sentai Filmworks,Diomedea,Slice of Life,2016
11837,Zetman,TV,Manga,13,Finished Airing,"Apr 3, 2012 to Jun 26, 2012",24 min. per ep.,R+ - Mild Nudity,6.99,41014,3624.0,1000,84510,215,Spring 2012,"TV Asahi, Asatsu DK, YTV, Toho, Sakura Create","Viz Media, NYAV Post",TMS Entertainment,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",2012
126,Futakoi Alternative,TV,Original,13,Finished Airing,"Apr 7, 2005 to Jun 30, 2005",24 min. per ep.,PG-13 - Teens 13 or older,6.99,9372,3593.0,2379,24641,57,Spring 2005,Lantis,,"ufotable, feel., Studio Flag","Comedy, Drama, Romance",2005
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,TV,Game,13,Finished Airing,"Jul 8, 2006 to Sep 30, 2006",23 min. per ep.,PG-13 - Teens 13 or older,6.99,2660,3605.0,4006,8106,24,Summer 2006,"Lantis, Media Factory, Koei",,Satelight,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",2006
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,TV,Manga,46,Finished Airing,"Oct 6, 1991 to Sep 27, 1992",24 min. per ep.,PG-13 - Teens 13 or older,6.99,317,3604.0,7976,1166,7,Fall 1991,Nippon Television Network,,Toei Animation,"Action, Comedy, Sports, Shounen",1991
2501,Papuwa,TV,Manga,26,Finished Airing,"Sep 30, 2003 to Mar 30, 2004",25 min. per ep.,R+ - Mild Nudity,6.99,310,3610.0,8045,1131,13,Fall 2003,Sotsu,ADV Films,Nippon Animation,"Adventure, Comedy",2003
196,Onegai☆Twins,TV,Original,12,Finished Airing,"Jul 15, 2003 to Oct 14, 2003",25 min. per ep.,PG-13 - Teens 13 or older,6.99,39210,3611.0,1226,66360,166,Summer 2003,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,"Comedy, Drama, Harem, School, Sci-Fi",2003
29589,Denpa Kyoushi (TV),TV,Manga,24,Finished Airing,"Apr 4, 2015 to Sep 26, 2015",23 min. per ep.,PG-13 - Teens 13 or older,6.98,36131,3633.0,933,91675,220,Spring 2015,"Yomiuri Telecasting, Shogakukan",Funimation,A-1 Pictures,"Comedy, Romance, School, Shounen",2015
